diacritic_pos	diacritic_freq	no_diacritic_pos	no_diacritic_freq	total_freq	cnt	detected
2	0	2	1	1	57672	2
2	460	2	362	822	57673	0
2	0	2	2001	2001	57674	2
2	4	4	291	295	57675	1
2	0	0	55	55	57676	2
2	0	2	2	2	57677	2
2	0	2	2	2	57678	2
2	0	2	0	0	57679	2
2	0	2	0	0	57680	2
2	0	2	0	0	57681	2
2	0	2	0	0	57682	2
2	0	2	0	0	57683	2
2	0	2	0	0	57684	2
2	0	2	0	0	57685	2
2	0	2	0	0	57686	2
2	0	2	0	0	57687	2
2	0	2	0	0	57688	2
2	0	2	0	0	57689	2
2	0	2	0	0	57690	2
2	0	2	0	0	57691	2
2	0	4	28	28	57692	2
2	0	2	0	0	57693	2
2	0	2	0	0	57694	2
2	0	2	0	0	57695	2
2	0	2	0	0	57696	2
2	0	2	0	0	57697	2
2	0	2	0	0	57698	2
2	0	2	0	0	57699	2
2	0	2	0	0	57700	2
2	2	4	5	7	57701	1
2	0	2	4	4	57702	2
2	1	2	0	1	57703	0
2	0	2	0	0	57704	2
2	0	4	0	0	57705	2
2	0	2	0	0	57706	2
2	0	2	0	0	57707	2
2	0	4	0	0	57708	2
2	0	2	0	0	57709	2
2	0	2	0	0	57710	2
2	0	4	0	0	57711	2
2	0	2	0	0	57712	2
2	0	2	0	0	57713	2
2	1	4	0	1	57714	0
2	0	2	0	0	57715	2
2	0	2	0	0	57716	2
2	0	2	0	0	57717	2
2	0	2	0	0	57718	2
2	0	2	0	0	57719	2
2	0	2	0	0	57720	2
2	0	2	0	0	57721	2
2	0	2	0	0	57722	2
2	0	2	0	0	57723	2
2	0	2	0	0	57724	2
2	0	2	0	0	57725	2
2	0	2	0	0	57726	2
2	0	2	0	0	57727	2
2	0	2	0	0	57728	2
2	0	2	0	0	57729	2
2	0	2	0	0	57730	2
2	0	2	0	0	57731	2
2	0	2	0	0	57732	2
2	0	2	0	0	57733	2
2	16	2	5	21	57734	0
2	35	2	9	44	57735	0
2	0	2	0	0	57736	2
2	0	2	3	3	57737	2
2	0	2	0	0	57738	2
2	0	2	0	0	57739	2
4	1	4	0	1	57740	1
2	0	2	0	0	57741	2
2	9	2	0	9	57742	1
2	0	2	0	0	57743	2
2	0	2	0	0	57744	2
2	5	2	0	5	57745	1
2	0	2	0	0	57746	2
2	0	2	0	0	57747	2
2	0	2	0	0	57748	2
2	0	2	80	80	57749	2
2	0	2	0	0	57750	2
2	0	2	3	3	57751	2
2	18	2	0	18	57752	0
2	0	2	48	48	57753	2
2	0	2	5	5	57754	2
2	0	2	0	0	57755	2
2	8	2	0	8	57756	0
2	0	2	27	27	57757	2
2	0	2	0	0	57758	2
2	0	2	0	0	57759	2
2	0	2	0	0	57760	2
2	1	2	2	3	57761	1
2	0	2	0	0	57762	2
2	0	2	0	0	57763	2
2	0	2	0	0	57764	2
2	0	2	0	0	57765	2
2	0	2	0	0	57766	2
2	0	2	0	0	57767	2
2	0	2	0	0	57768	2
2	0	2	0	0	57769	2
2	0	2	0	0	57770	2
2	0	2	0	0	57771	2
2	0	2	0	0	57772	2
2	0	2	0	0	57773	2
2	0	2	0	0	57774	2
2	0	2	0	0	57775	2
2	0	2	0	0	57776	2
2	0	2	0	0	57777	2
2	0	2	0	0	57778	2
2	0	2	0	0	57779	2
2	0	2	0	0	57780	2
2	0	2	2	2	57781	2
2	0	4	667	667	57782	2
2	0	2	0	0	57783	2
2	0	2	0	0	57784	2
2	70	4	102	172	57785	0
2	3	4	102	105	57786	1
2	0	2	0	0	57787	2
2	0	2	0	0	57788	2
2	0	2	0	0	57789	2
2	0	2	0	0	57790	2
2	0	2	0	0	57791	2
2	0	2	0	0	57792	2
2	0	2	0	0	57793	2
2	13	2	0	13	57794	0
2	0	2	122	122	57795	2
2	0	2	2	2	57796	2
2	0	2	0	0	57797	2
2	5	2	0	5	57798	0
2	0	2	49	49	57799	2
2	0	2	0	0	57800	2
2	0	2	0	0	57801	2
2	0	2	0	0	57802	2
2	0	2	0	0	57803	2
2	0	2	0	0	57804	2
2	0	2	1	1	57805	2
2	0	2	0	0	57806	2
2	0	2	0	0	57807	2
2	0	2	0	0	57808	2
2	0	2	0	0	57809	2
2	0	2	0	0	57810	2
2	0	2	0	0	57811	2
2	2	2	0	2	57812	0
2	0	2	0	0	57813	2
2	0	2	0	0	57814	2
2	0	2	0	0	57815	2
2	0	2	21	21	57816	2
2	0	2	0	0	57817	2
2	0	2	0	0	57818	2
2	0	2	0	0	57819	2
2	0	2	0	0	57820	2
2	0	2	0	0	57821	2
2	0	2	4	4	57822	2
2	0	2	88	88	57823	2
2	0	2	0	0	57824	2
2	0	2	0	0	57825	2
2	0	2	0	0	57826	2
2	0	2	0	0	57827	2
2	0	2	0	0	57828	2
2	0	2	0	0	57829	2
2	43	2	0	43	57830	0
2	0	2	5	5	57831	2
2	0	2	2	2	57832	2
2	0	2	0	0	57833	2
2	0	2	1	1	57834	2
2	0	2	0	0	57835	2
2	0	2	0	0	57836	2
2	0	2	0	0	57837	2
2	0	2	0	0	57838	2
2	0	2	0	0	57839	2
2	0	2	0	0	57840	2
2	0	2	0	0	57841	2
2	0	2	0	0	57842	2
2	0	2	0	0	57843	2
2	0	2	0	0	57844	2
2	0	2	1	1	57845	2
2	0	2	0	0	57846	2
2	0	2	0	0	57847	2
2	66	2	0	66	57848	0
2	59	2	560	619	57849	1
2	1	2	5	6	57850	1
2	0	2	0	0	57851	2
2	23	2	2	25	57852	0
2	0	2	118	118	57853	2
2	0	2	0	0	57854	2
2	0	2	0	0	57855	2
2	0	2	0	0	57856	2
2	0	2	0	0	57857	2
2	0	2	0	0	57858	2
2	0	2	0	0	57859	2
2	0	2	0	0	57860	2
2	0	2	0	0	57861	2
2	0	2	0	0	57862	2
2	3	2	0	3	57863	0
2	0	2	4	4	57864	2
2	0	2	0	0	57865	2
2	0	2	0	0	57866	2
2	0	2	0	0	57867	2
2	0	2	0	0	57868	2
2	0	2	0	0	57869	2
2	0	2	0	0	57870	2
2	0	2	0	0	57871	2
2	0	2	0	0	57872	2
2	1	2	0	1	57873	0
2	1	2	33	34	57874	1
2	0	2	0	0	57875	2
2	0	2	0	0	57876	2
0	0	2	1	1	57877	2
0	0	2	0	0	57878	2
2	0	2	0	0	57879	2
2	0	2	7	7	57880	2
2	0	2	0	0	57881	2
2	0	2	0	0	57882	2
2	0	2	0	0	57883	2
2	0	2	0	0	57884	2
2	0	2	0	0	57885	2
2	0	2	0	0	57886	2
2	0	2	0	0	57887	2
2	0	2	6	6	57888	2
2	0	2	0	0	57889	2
2	0	2	0	0	57890	2
2	0	2	0	0	57891	2
2	0	2	0	0	57892	2
2	285	2	2726	3011	57893	0
2	69	2	0	69	57894	0
2	0	2	420	420	57895	2
2	0	2	0	0	57896	2
2	0	2	0	0	57897	2
2	0	2	0	0	57898	2
2	0	2	0	0	57899	2
2	1	2	0	1	57900	1
2	0	2	0	0	57901	2
2	0	2	0	0	57902	2
2	0	2	1	1	57903	2
2	0	2	0	0	57904	2
2	0	2	0	0	57905	2
2	0	2	0	0	57906	2
2	0	2	1	1	57907	2
2	0	2	0	0	57908	2
2	0	2	4	4	57909	2
2	0	2	0	0	57910	2
2	0	2	0	0	57911	2
2	0	2	1	1	57912	2
2	0	2	5	5	57913	2
2	0	2	0	0	57914	2
2	0	2	4	4	57915	2
2	0	2	0	0	57916	2
2	0	2	0	0	57917	2
2	1	2	0	1	57918	1
2	0	2	0	0	57919	2
2	15	2	0	15	57920	0
2	7	2	270	277	57921	1
2	0	2	2	2	57922	2
2	0	2	0	0	57923	2
2	6	2	9	15	57924	0
2	0	2	36	36	57925	2
2	14	2	0	14	57926	0
2	0	2	86	86	57927	2
2	0	2	1	1	57928	2
2	0	2	0	0	57929	2
2	2	2	0	2	57930	0
2	0	2	52	52	57931	2
4	4	2	0	4	57932	0
2	0	2	0	0	57933	2
2	0	2	0	0	57934	2
2	0	2	0	0	57935	2
2	0	2	0	0	57936	2
2	0	2	0	0	57937	2
2	0	2	0	0	57938	2
2	0	2	0	0	57939	2
2	0	2	0	0	57940	2
2	0	2	0	0	57941	2
2	0	2	0	0	57942	2
2	0	2	0	0	57943	2
2	0	2	0	0	57944	2
2	0	2	0	0	57945	2
2	0	2	1	1	57946	2
2	0	2	0	0	57947	2
2	0	2	0	0	57948	2
2	0	2	0	0	57949	2
2	0	2	1	1	57950	2
2	0	2	0	0	57951	2
2	0	2	0	0	57952	2
2	0	2	0	0	57953	2
2	0	2	0	0	57954	2
2	0	2	0	0	57955	2
2	0	2	0	0	57956	2
2	0	2	0	0	57957	2
2	0	2	0	0	57958	2
2	0	2	0	0	57959	2
2	0	2	0	0	57960	2
2	0	2	0	0	57961	2
2	0	2	0	0	57962	2
2	0	2	0	0	57963	2
2	0	2	0	0	57964	2
2	0	2	0	0	57965	2
2	0	2	0	0	57966	2
2	0	2	0	0	57967	2
2	0	2	0	0	57968	2
2	0	2	0	0	57969	2
2	0	2	0	0	57970	2
2	0	2	0	0	57971	2
2	0	2	0	0	57972	2
2	0	2	0	0	57973	2
4	1	4	3	4	57974	1
4	2	4	0	2	57975	1
2	0	2	0	0	57976	2
2	0	2	0	0	57977	2
2	0	2	0	0	57978	2
2	0	2	0	0	57979	2
2	0	2	0	0	57980	2
2	0	2	0	0	57981	2
2	0	2	0	0	57982	2
2	0	2	3	3	57983	2
2	0	2	0	0	57984	2
2	0	2	0	0	57985	2
2	0	2	0	0	57986	2
2	0	2	1	1	57987	2
2	0	2	0	0	57988	2
2	0	2	0	0	57989	2
2	0	2	0	0	57990	2
2	0	2	0	0	57991	2
2	0	2	0	0	57992	2
2	0	2	0	0	57993	2
2	0	2	0	0	57994	2
2	0	2	0	0	57995	2
2	0	2	0	0	57996	2
2	0	2	0	0	57997	2
2	0	2	0	0	57998	2
2	0	2	0	0	57999	2
2	0	2	0	0	58000	2
2	0	2	0	0	58001	2
2	0	2	0	0	58002	2
2	0	2	0	0	58003	2
2	0	2	0	0	58004	2
2	0	2	0	0	58005	2
2	69	2	3	72	58006	0
2	392	2	284	676	58007	1
2	1	2	11	12	58008	1
2	0	2	1	1	58009	2
2	85	2	35	120	58010	0
2	0	2	118	118	58011	2
2	0	2	0	0	58012	2
2	0	2	0	0	58013	2
2	0	2	0	0	58014	2
2	0	2	0	0	58015	2
2	0	2	0	0	58016	2
2	0	2	0	0	58017	2
2	0	2	0	0	58018	2
2	0	2	0	0	58019	2
2	0	2	0	0	58020	2
2	0	2	0	0	58021	2
2	0	2	0	0	58022	2
2	0	2	0	0	58023	2
2	0	2	0	0	58024	2
2	0	2	0	0	58025	2
2	0	2	0	0	58026	2
2	0	2	0	0	58027	2
2	0	2	0	0	58028	2
2	0	2	0	0	58029	2
2	0	2	0	0	58030	2
2	0	2	0	0	58031	2
2	7	2	0	7	58032	0
2	4	2	83	87	58033	1
2	0	2	0	0	58034	2
2	0	2	0	0	58035	2
2	6	2	1	7	58036	0
2	0	2	14	14	58037	2
2	0	2	0	0	58038	2
2	0	2	0	0	58039	2
2	0	2	0	0	58040	2
2	0	2	0	0	58041	2
2	0	2	0	0	58042	2
2	0	2	0	0	58043	2
2	0	2	0	0	58044	2
2	0	2	4	4	58045	2
2	0	2	0	0	58046	2
2	0	2	0	0	58047	2
2	0	2	0	0	58048	2
2	0	2	0	0	58049	2
2	0	2	0	0	58050	2
2	0	2	0	0	58051	2
2	0	2	0	0	58052	2
2	0	2	0	0	58053	2
2	0	2	3	3	58054	2
2	0	2	0	0	58055	2
2	0	2	0	0	58056	2
2	0	2	0	0	58057	2
2	0	2	0	0	58058	2
2	0	2	0	0	58059	2
2	0	2	0	0	58060	2
2	0	2	0	0	58061	2
2	0	2	0	0	58062	2
2	0	2	0	0	58063	2
2	0	2	0	0	58064	2
2	0	2	0	0	58065	2
2	0	2	0	0	58066	2
2	0	2	0	0	58067	2
2	0	2	0	0	58068	2
2	0	2	0	0	58069	2
2	0	2	0	0	58070	2
2	0	2	0	0	58071	2
2	0	2	14	14	58072	2
2	0	2	0	0	58073	2
2	0	2	0	0	58074	2
2	0	2	0	0	58075	2
2	0	2	0	0	58076	2
2	0	2	0	0	58077	2
2	0	2	0	0	58078	2
2	0	2	0	0	58079	2
2	0	2	0	0	58080	2
2	0	2	0	0	58081	2
4	0	2	0	0	58082	2
2	0	2	0	0	58083	2
2	0	2	1	1	58084	2
2	0	2	0	0	58085	2
2	0	2	0	0	58086	2
2	0	2	0	0	58087	2
2	0	2	0	0	58088	2
2	3	2	0	3	58089	0
2	1	2	8	9	58090	1
2	0	2	0	0	58091	2
2	0	2	0	0	58092	2
2	1	2	0	1	58093	1
2	0	2	0	0	58094	2
2	1	2	0	1	58095	0
2	1	2	10	11	58096	1
2	0	2	0	0	58097	2
2	0	2	0	0	58098	2
2	0	2	0	0	58099	2
2	0	2	4	4	58100	2
2	0	2	0	0	58101	2
2	0	2	0	0	58102	2
2	0	2	0	0	58103	2
2	0	2	0	0	58104	2
2	0	2	0	0	58105	2
2	0	2	0	0	58106	2
2	0	2	0	0	58107	2
2	0	2	0	0	58108	2
2	0	2	0	0	58109	2
2	0	2	0	0	58110	2
2	0	2	0	0	58111	2
2	0	2	0	0	58112	2
2	0	2	0	0	58113	2
2	0	2	0	0	58114	2
2	0	2	0	0	58115	2
2	0	2	0	0	58116	2
2	0	2	0	0	58117	2
2	1	2	3	4	58118	1
2	0	2	0	0	58119	2
2	0	2	0	0	58120	2
2	0	2	0	0	58121	2
2	0	2	1	1	58122	2
2	0	2	0	0	58123	2
2	0	2	0	0	58124	2
2	68	2	92	160	58125	0
2	0	2	0	0	58126	2
2	0	2	0	0	58127	2
2	0	2	0	0	58128	2
2	0	2	0	0	58129	2
2	0	2	0	0	58130	2
2	0	2	0	0	58131	2
2	0	2	0	0	58132	2
2	23	2	5	28	58133	0
2	65	4	1138	1203	58134	1
2	0	2	4	4	58135	2
2	0	2	1	1	58136	2
2	13	2	22	35	58137	0
2	0	2	45	45	58138	2
0	0	4	0	0	58139	2
0	2	0	7	9	58140	1
0	0	0	2	2	58141	2
2	3	4	49	52	58142	1
2	0	2	0	0	58143	2
2	0	2	0	0	58144	2
2	15	4	590	605	58145	0
2	30727	4	590	31317	58146	0
2	0	2	129	129	58147	2
2	0	2	5	5	58148	2
2	0	2	2	2	58149	2
4	0	2	0	0	58150	2
2	7	2	0	7	58151	0
2	8	4	630	638	58152	1
2	0	2	2	2	58153	2
2	0	2	0	0	58154	2
0	0	4	231	231	58155	2
2	0	2	101	101	58156	2
2	0	2	60	60	58157	2
2	0	2	4	4	58158	2
2	0	2	5	5	58159	2
2	0	2	0	0	58160	2
2	0	2	0	0	58161	2
2	0	2	0	0	58162	2
2	0	2	0	0	58163	2
2	0	2	0	0	58164	2
2	0	2	0	0	58165	2
2	284	2	5	289	58166	0
2	0	2	0	0	58167	2
2	0	2	0	0	58168	2
2	0	2	0	0	58169	2
2	0	2	0	0	58170	2
2	0	2	0	0	58171	2
2	0	2	0	0	58172	2
2	0	2	0	0	58173	2
2	0	2	0	0	58174	2
2	0	2	0	0	58175	2
2	0	2	0	0	58176	2
2	0	2	0	0	58177	2
2	0	2	0	0	58178	2
2	0	2	0	0	58179	2
2	0	2	0	0	58180	2
2	0	2	0	0	58181	2
2	0	2	0	0	58182	2
2	0	2	0	0	58183	2
2	0	2	0	0	58184	2
2	647	2	2584	3231	58185	1
2	0	2	305	305	58186	2
2	0	2	4	4	58187	2
2	93	2	121	214	58188	1
2	0	2	459	459	58189	2
2	0	2	0	0	58190	2
2	0	2	0	0	58191	2
2	0	2	0	0	58192	2
2	0	2	0	0	58193	2
2	0	2	0	0	58194	2
2	0	2	0	0	58195	2
2	0	2	0	0	58196	2
2	0	2	0	0	58197	2
2	0	2	0	0	58198	2
2	1	2	1	2	58199	0
2	0	2	0	0	58200	2
2	0	2	0	0	58201	2
2	0	2	0	0	58202	2
2	0	2	0	0	58203	2
2	0	2	0	0	58204	2
2	0	2	0	0	58205	2
2	0	2	27	27	58206	2
2	0	2	0	0	58207	2
2	0	2	0	0	58208	2
2	2	2	5	7	58209	1
2	0	2	8	8	58210	2
4	0	2	15	15	58211	2
2	0	2	0	0	58212	2
2	0	4	0	0	58213	2
2	0	2	0	0	58214	2
2	0	2	0	0	58215	2
2	1	4	1	2	58216	0
2	0	2	0	0	58217	2
4	0	2	0	0	58218	2
2	0	4	1	1	58219	2
2	0	2	0	0	58220	2
2	0	2	0	0	58221	2
2	0	2	3	3	58222	2
2	0	2	0	0	58223	2
2	0	2	0	0	58224	2
2	0	4	0	0	58225	2
2	0	2	0	0	58226	2
2	0	2	0	0	58227	2
2	0	2	0	0	58228	2
2	5	2	0	5	58229	0
2	0	2	0	0	58230	2
2	43	2	2	45	58231	0
2	74	4	458	532	58232	1
2	0	2	7	7	58233	2
2	0	2	1	1	58234	2
2	40	4	16	56	58235	0
2	0	2	110	110	58236	2
0	1	3	49	50	58237	1
0	0	3	49	49	58238	2
2	0	2	0	0	58239	2
2	0	2	0	0	58240	2
2	0	2	0	0	58241	2
2	0	2	0	0	58242	2
2	0	2	0	0	58243	2
2	0	2	0	0	58244	2
2	0	4	21	21	58245	2
2	0	2	0	0	58246	2
2	0	2	0	0	58247	2
2	0	4	24	24	58248	2
2	0	2	1	1	58249	2
2	0	2	0	0	58250	2
2	0	2	0	0	58251	2
2	0	2	0	0	58252	2
2	0	2	0	0	58253	2
2	0	2	0	0	58254	2
2	0	2	0	0	58255	2
2	0	2	0	0	58256	2
2	0	2	0	0	58257	2
2	0	2	0	0	58258	2
2	0	2	0	0	58259	2
2	0	2	0	0	58260	2
2	0	2	0	0	58261	2
2	0	2	0	0	58262	2
2	0	2	0	0	58263	2
2	0	2	0	0	58264	2
2	0	2	0	0	58265	2
2	0	2	0	0	58266	2
2	0	2	0	0	58267	2
2	0	2	0	0	58268	2
2	5	2	2	7	58269	1
2	0	2	9	9	58270	2
2	3	2	0	3	58271	0
2	1	2	41	42	58272	1
2	0	2	1	1	58273	2
2	0	2	0	0	58274	2
2	0	2	0	0	58275	2
2	0	2	0	0	58276	2
2	0	2	0	0	58277	2
2	0	2	0	0	58278	2
2	0	2	0	0	58279	2
2	0	2	0	0	58280	2
2	0	4	5	5	58281	2
2	0	2	0	0	58282	2
2	0	2	0	0	58283	2
2	0	4	0	0	58284	2
2	0	2	0	0	58285	2
4	0	2	0	0	58286	2
2	0	2	0	0	58287	2
2	0	2	0	0	58288	2
2	0	2	0	0	58289	2
2	0	2	0	0	58290	2
2	0	2	0	0	58291	2
2	0	2	0	0	58292	2
2	0	2	0	0	58293	2
2	0	2	0	0	58294	2
2	1	4	2	3	58295	1
2	0	2	0	0	58296	2
2	0	2	0	0	58297	2
2	0	2	0	0	58298	2
2	0	2	0	0	58299	2
2	0	2	0	0	58300	2
2	0	2	0	0	58301	2
2	0	2	0	0	58302	2
2	0	2	0	0	58303	2
2	0	2	0	0	58304	2
2	0	2	0	0	58305	2
2	0	2	0	0	58306	2
2	0	2	0	0	58307	2
2	0	2	0	0	58308	2
2	0	2	0	0	58309	2
2	0	2	0	0	58310	2
2	0	2	0	0	58311	2
2	0	2	0	0	58312	2
2	0	2	0	0	58313	2
2	0	2	0	0	58314	2
2	0	2	0	0	58315	2
2	0	4	0	0	58316	2
2	0	2	0	0	58317	2
2	0	2	0	0	58318	2
2	0	2	0	0	58319	2
2	0	2	0	0	58320	2
2	0	2	0	0	58321	2
2	0	2	0	0	58322	2
2	0	2	0	0	58323	2
2	0	2	0	0	58324	2
2	0	2	0	0	58325	2
2	0	2	0	0	58326	2
2	0	2	0	0	58327	2
2	0	2	0	0	58328	2
2	0	2	0	0	58329	2
2	0	2	0	0	58330	2
2	0	2	0	0	58331	2
2	0	2	0	0	58332	2
0	0	2	0	0	58333	2
0	0	2	0	0	58334	2
2	0	2	0	0	58335	2
2	0	2	0	0	58336	2
0	63	3	1104	1167	58337	0
0	1	3	1104	1105	58338	0
2	0	2	0	0	58339	2
2	0	2	0	0	58340	2
2	0	2	0	0	58341	2
2	0	2	0	0	58342	2
2	0	2	0	0	58343	2
2	0	2	0	0	58344	2
2	0	2	0	0	58345	2
2	0	2	4	4	58346	2
2	0	2	0	0	58347	2
2	0	2	0	0	58348	2
2	0	2	0	0	58349	2
2	0	2	25	25	58350	2
2	0	2	0	0	58351	2
2	0	2	0	0	58352	2
2	0	2	0	0	58353	2
2	0	2	0	0	58354	2
2	0	2	0	0	58355	2
2	0	2	0	0	58356	2
2	69	2	0	69	58357	0
2	0	2	0	0	58358	2
2	0	4	0	0	58359	2
2	0	2	0	0	58360	2
2	0	2	0	0	58361	2
2	0	4	0	0	58362	2
2	0	2	0	0	58363	2
2	0	2	0	0	58364	2
2	0	2	0	0	58365	2
2	0	2	0	0	58366	2
2	0	2	0	0	58367	2
2	0	2	0	0	58368	2
2	0	2	0	0	58369	2
2	1	2	0	1	58370	1
2	0	2	4	4	58371	2
2	0	2	0	0	58372	2
2	0	2	0	0	58373	2
0	208	2	3	211	58374	0
0	123	2	0	123	58375	0
2	0	2	0	0	58376	2
2	0	2	2	2	58377	2
4	61	4	2934	2995	58378	1
2	0	2	0	0	58379	2
2	0	2	0	0	58380	2
2	0	2	0	0	58381	2
2	0	2	0	0	58382	2
2	0	2	0	0	58383	2
2	0	2	0	0	58384	2
2	0	2	0	0	58385	2
2	0	2	0	0	58386	2
2	0	2	0	0	58387	2
2	0	2	0	0	58388	2
2	0	2	0	0	58389	2
2	0	2	0	0	58390	2
2	0	2	0	0	58391	2
2	0	2	0	0	58392	2
2	0	2	0	0	58393	2
2	0	2	0	0	58394	2
2	0	2	0	0	58395	2
2	0	2	0	0	58396	2
2	242	2	0	242	58397	0
2	15	4	10	25	58398	0
2	0	2	97	97	58399	2
2	22	4	342	364	58400	1
2	0	2	48	48	58401	2
2	0	2	7	7	58402	2
2	0	2	0	0	58403	2
2	0	2	0	0	58404	2
2	0	2	0	0	58405	2
2	0	4	0	0	58406	2
2	0	2	0	0	58407	2
2	0	2	0	0	58408	2
2	0	2	0	0	58409	2
2	0	2	0	0	58410	2
2	0	2	0	0	58411	2
2	0	2	0	0	58412	2
2	0	2	0	0	58413	2
2	0	2	0	0	58414	2
2	0	2	0	0	58415	2
2	0	4	11	11	58416	2
2	0	2	0	0	58417	2
2	0	2	0	0	58418	2
4	0	2	0	0	58419	2
2	0	4	0	0	58420	2
2	0	2	0	0	58421	2
2	0	2	0	0	58422	2
2	0	4	3	3	58423	2
2	0	2	1	1	58424	2
2	0	2	1	1	58425	2
2	0	4	0	0	58426	2
2	0	2	0	0	58427	2
2	0	0	19	19	58428	2
2	0	2	0	0	58429	2
2	0	2	0	0	58430	2
2	0	0	0	0	58431	2
2	0	2	1	1	58432	2
2	19	2	0	19	58433	0
2	4	2	37	41	58434	1
2	0	2	9	9	58435	2
2	0	2	1	1	58436	2
2	10	2	0	10	58437	1
2	0	2	52	52	58438	2
2	0	2	0	0	58439	2
2	0	2	0	0	58440	2
2	0	2	0	0	58441	2
2	4	2	0	4	58442	0
2	2	2	12	14	58443	1
2	0	2	0	0	58444	2
2	0	2	0	0	58445	2
2	0	2	0	0	58446	2
2	0	2	3	3	58447	2
4	2	0	1	3	58448	0
2	0	2	0	0	58449	2
2	0	2	0	0	58450	2
2	0	2	0	0	58451	2
2	0	2	0	0	58452	2
2	0	2	0	0	58453	2
2	0	2	0	0	58454	2
2	0	2	0	0	58455	2
2	0	2	0	0	58456	2
2	0	2	0	0	58457	2
2	0	2	0	0	58458	2
2	0	2	0	0	58459	2
2	0	2	1	1	58460	2
2	0	2	0	0	58461	2
2	0	2	0	0	58462	2
2	0	2	0	0	58463	2
2	0	2	0	0	58464	2
4	0	4	0	0	58465	2
4	0	4	0	0	58466	2
2	0	2	0	0	58467	2
2	0	2	0	0	58468	2
4	0	4	0	0	58469	2
4	0	4	0	0	58470	2
2	0	2	0	0	58471	2
2	0	2	0	0	58472	2
2	0	2	0	0	58473	2
2	0	2	0	0	58474	2
2	0	2	1	1	58475	2
2	0	2	0	0	58476	2
2	0	2	0	0	58477	2
2	0	2	0	0	58478	2
2	0	2	0	0	58479	2
2	0	2	0	0	58480	2
2	0	2	0	0	58481	2
2	0	2	0	0	58482	2
2	1	2	0	1	58483	0
2	1	2	7	8	58484	1
2	0	2	0	0	58485	2
2	0	2	0	0	58486	2
2	0	2	1	1	58487	2
2	0	2	0	0	58488	2
2	0	2	0	0	58489	2
2	0	2	6	6	58490	2
2	0	2	0	0	58491	2
2	0	2	0	0	58492	2
2	1	2	0	1	58493	0
2	0	2	6	6	58494	2
2	25	4	1339	1364	58495	1
2	0	2	20	20	58496	2
2	1	2	3	4	58497	1
2	36	4	50	86	58498	0
2	0	2	0	0	58499	2
2	584	2	7	591	58500	0
2	409	4	21966	22375	58501	1
2	5	2	636	641	58502	1
2	0	2	579	579	58503	2
2	210	4	341	551	58504	0
2	2	2	1354	1356	58505	1
2	0	2	0	0	58506	2
2	0	2	0	0	58507	2
2	0	2	0	0	58508	2
2	0	2	0	0	58509	2
2	0	2	0	0	58510	2
2	0	2	0	0	58511	2
0	75	4	307	382	58512	0
2	0	2	0	0	58513	2
2	0	2	0	0	58514	2
2	0	2	0	0	58515	2
2	0	2	0	0	58516	2
2	0	2	0	0	58517	2
2	0	2	0	0	58518	2
2	0	2	0	0	58519	2
2	0	2	0	0	58520	2
2	0	2	0	0	58521	2
2	0	2	0	0	58522	2
2	0	2	0	0	58523	2
2	0	2	0	0	58524	2
2	0	2	0	0	58525	2
2	0	2	0	0	58526	2
2	0	2	0	0	58527	2
2	0	2	0	0	58528	2
2	0	2	0	0	58529	2
2	0	2	0	0	58530	2
2	0	2	0	0	58531	2
2	0	2	0	0	58532	2
2	0	2	0	0	58533	2
2	0	2	0	0	58534	2
2	0	2	0	0	58535	2
2	0	2	0	0	58536	2
2	0	2	0	0	58537	2
2	0	0	157	157	58538	2
2	0	2	0	0	58539	2
2	0	2	0	0	58540	2
2	0	2	0	0	58541	2
2	0	2	0	0	58542	2
2	0	0	82	82	58543	2
2	0	2	0	0	58544	2
2	0	2	0	0	58545	2
2	0	2	0	0	58546	2
2	0	4	0	0	58547	2
2	0	2	0	0	58548	2
2	0	2	0	0	58549	2
2	0	4	0	0	58550	2
2	0	2	0	0	58551	2
2	2	2	0	2	58552	0
2	0	2	0	0	58553	2
2	0	2	0	0	58554	2
2	0	2	0	0	58555	2
2	0	2	0	0	58556	2
2	0	2	0	0	58557	2
2	0	2	0	0	58558	2
2	1	2	17	18	58559	1
2	0	2	0	0	58560	2
2	0	2	0	0	58561	2
2	3	2	0	3	58562	0
2	0	2	4	4	58563	2
2	1	4	73	74	58564	1
2	0	2	0	0	58565	2
2	0	2	0	0	58566	2
2	0	4	1	1	58567	2
2	0	2	1	1	58568	2
4	0	4	195	195	58569	2
2	0	2	0	0	58570	2
2	0	2	0	0	58571	2
2	0	2	0	0	58572	2
2	0	2	0	0	58573	2
2	0	2	5	5	58574	2
2	0	2	0	0	58575	2
2	0	2	0	0	58576	2
2	0	2	0	0	58577	2
2	0	2	0	0	58578	2
2	0	2	0	0	58579	2
2	0	2	0	0	58580	2
2	0	2	0	0	58581	2
2	0	2	0	0	58582	2
2	0	4	2	2	58583	2
2	0	2	0	0	58584	2
2	0	2	0	0	58585	2
2	0	4	0	0	58586	2
2	0	2	0	0	58587	2
2	0	2	0	0	58588	2
2	0	2	2	2	58589	2
2	0	2	0	0	58590	2
2	0	2	0	0	58591	2
2	0	2	0	0	58592	2
2	0	2	0	0	58593	2
4	0	2	0	0	58594	2
2	0	2	0	0	58595	2
2	0	2	0	0	58596	2
2	0	2	0	0	58597	2
2	0	2	0	0	58598	2
2	0	2	0	0	58599	2
